t x y
13.275000 39.874009 3.993639
13.300000 40.202325 4.005724
13.325000 40.533118 4.018608
13.350000 40.866388 4.032302
13.375000 41.202136 4.046822
13.400000 41.540364 4.062180
13.425000 41.881071 4.078394
13.450000 42.224256 4.095477
13.475000 42.569918 4.113446
13.500000 42.918054 4.132318
13.525000 43.268660 4.152110
13.550000 43.621733 4.172842
13.575000 43.977268 4.194532
13.600000 44.335257 4.217199
13.625000 44.695695 4.240865
13.650000 45.058574 4.265550
13.675000 45.423883 4.291277
13.700000 45.791613 4.318070
13.725000 46.161753 4.345951
13.750000 46.534288 4.374947
13.775000 46.909207 4.405083
13.800000 47.286492 4.436385
13.825000 47.666128 4.468882
13.850000 48.048096 4.502604
13.875000 48.432377 4.537579
13.900000 48.818948 4.573839
13.925000 49.207788 4.611417
13.950000 49.598872 4.650346
13.975000 49.992172 4.690661
14.000000 50.387661 4.732399
14.025000 50.785308 4.775598
14.050000 51.185082 4.820295
14.075000 51.586947 4.866533
14.100000 51.990868 4.914352
14.125000 52.396804 4.963796
14.150000 52.804716 5.014912
14.175000 53.214559 5.067745
14.200000 53.626287 5.122344
14.225000 54.039851 5.178760
14.250000 54.455200 5.237046
14.275000 54.872278 5.297255
14.300000 55.291029 5.359443
14.325000 55.711391 5.423670
14.350000 56.133300 5.489997
14.375000 56.556689 5.558484
14.400000 56.981488 5.629199
14.425000 57.407621 5.702208
14.450000 57.835010 5.777581
14.475000 58.263574 5.855392
14.500000 58.693226 5.935715
14.525000 59.123875 6.018628
14.550000 59.555427 6.104212
14.575000 59.987782 6.192550
14.600000 60.420835 6.283731
14.625000 60.854478 6.377843
14.650000 61.288597 6.474979
14.675000 61.723073 6.575237
14.700000 62.157779 6.678715
14.725000 62.592587 6.785519
14.750000 63.027358 6.895753
14.775000 63.461952 7.009531
14.800000 63.896220 7.126965
14.825000 64.330006 7.248176
14.850000 64.763148 7.373285
14.875000 65.195478 7.502421
14.900000 65.626820 7.635713
14.925000 66.056991 7.773299
14.950000 66.485799 7.915319
14.975000 66.913048 8.061917
15.000000 67.338528 8.213243
15.025000 67.762027 8.369452
15.050000 68.183320 8.530704
15.075000 68.602175 8.697163
15.100000 69.018351 8.868999
15.125000 69.431598 9.046387
15.150000 69.841654 9.229507
15.175000 70.248252 9.418545
15.200000 70.651111 9.613692
15.225000 71.049941 9.815144
15.250000 71.444443 10.023103
15.275000 71.834306 10.237777
15.300000 72.219209 10.459378
15.325000 72.598819 10.688124
15.350000 72.972794 10.924240
15.375000 73.340779 11.167954
15.400000 73.702408 11.419500
15.425000 74.057304 11.679118
15.450000 74.405079 11.947052
15.475000 74.745333 12.223550
15.500000 75.077654 12.508866
15.525000 75.401619 12.803257
15.550000 75.716794 13.106985
15.575000 76.022733 13.420314
15.600000 76.318980 13.743514
15.625000 76.605066 14.076854
15.650000 76.880514 14.420607
15.675000 77.144835 14.775047
15.700000 77.397530 15.140450
15.725000 77.638092 15.517090
15.750000 77.866004 15.905243
15.775000 78.080741 16.305181
15.800000 78.281771 16.717173
15.825000 78.468553 17.141488
15.850000 78.640544 17.578387
15.875000 78.797192 18.028125
15.900000 78.937946 18.490952
15.925000 79.062247 18.967107
15.950000 79.169539 19.456820
15.975000 79.259265 19.960308
16.000000 79.330868 20.477777
16.025000 79.383797 21.009414
16.050000 79.417505 21.555392
16.075000 79.431451 22.115864
16.100000 79.425105 22.690959
16.125000 79.397947 23.280787
16.150000 79.349470 23.885429
16.175000 79.279184 24.504940
16.200000 79.186616 25.139345
16.225000 79.071314 25.788634
16.250000 78.932850 26.452764
16.275000 78.770822 27.131657
16.300000 78.584854 27.825191
16.325000 78.374605 28.533205
16.350000 78.139765 29.255492
16.375000 77.880064 29.991802
16.400000 77.595269 30.741833
16.425000 77.285191 31.505234
16.450000 76.949684 32.281603
16.475000 76.588653 33.070482
16.500000 76.202049 33.871361
16.525000 75.789878 34.683671
16.550000 75.352199 35.506787
16.575000 74.889127 36.340027
16.600000 74.400835 37.182651
16.625000 73.887556 38.033862
16.650000 73.349582 38.892803
16.675000 72.787268 39.758564
16.700000 72.201027 40.630179
16.725000 71.591338 41.506629
16.750000 70.958737 42.386844
16.775000 70.303824 43.269705
16.800000 69.627257 44.154048
16.825000 68.929752 45.038669
16.850000 68.212081 45.922323
16.875000 67.475072 46.803734
16.900000 66.719603 47.681595
16.925000 65.946600 48.554578
16.950000 65.157035 49.421333
16.975000 64.351920 50.280500
17.000000 63.532306 51.130709
17.025000 62.699276 51.970591
17.050000 61.853942 52.798781
17.075000 60.997440 53.613924
17.100000 60.130926 54.414684
17.125000 59.255567 55.199747
17.150000 58.372543 55.967829
17.175000 57.483037 56.717680
17.200000 56.588230 57.448093
17.225000 55.689297 58.157905
17.250000 54.787405 58.846005
17.275000 53.883704 59.511338
17.300000 52.979325 60.152908
17.325000 52.075374 60.769785
17.350000 51.172931 61.361105
17.375000 50.273044 61.926074
17.400000 49.376725 62.463972
17.425000 48.484950 62.974152
17.450000 47.598655 63.456046
17.475000 46.718730 63.909159
17.500000 45.846024 64.333077
17.525000 44.981337 64.727460
17.550000 44.125423 65.092048
17.575000 43.278987 65.426654
17.600000 42.442685 65.731166
17.625000 41.617123 66.005547
17.650000 40.802858 66.249827
17.675000 40.000399 66.464106
17.700000 39.210206 66.648550
17.725000 38.432690 66.803386
17.750000 37.668217 66.928900
17.775000 36.917108 67.025436
17.800000 36.179640 67.093390
17.825000 35.456045 67.133204
17.850000 34.746518 67.145369
17.875000 34.051213 67.130416
17.900000 33.370248 67.088915
17.925000 32.703705 67.021469
17.950000 32.051632 66.928713
17.975000 31.414049 66.811309
18.000000 30.790943 66.669942
18.025000 30.182277 66.505318
18.050000 29.587987 66.318162
18.075000 29.007985 66.109211
18.100000 28.442163 65.879213
18.125000 27.890394 65.628927
18.150000 27.352531 65.359115
18.175000 26.828413 65.070544
18.200000 26.317864 64.763980
18.225000 25.820694 64.440191
18.250000 25.336702 64.099939
18.275000 24.865679 63.743981
18.300000 24.407405 63.373068
18.325000 23.961654 62.987942
18.350000 23.528194 62.589337
18.375000 23.106787 62.177973
18.400000 22.697191 61.754559
18.425000 22.299162 61.319792
18.450000 21.912453 60.874352
18.475000 21.536817 60.418907
18.500000 21.172004 59.954108
18.525000 20.817767 59.480589
18.550000 20.473856 58.998970
18.575000 20.140026 58.509851
18.600000 19.816032 58.013816
18.625000 19.501631 57.511433
18.650000 19.196583 57.003249
18.675000 18.900652 56.489798
18.700000 18.613603 55.971591
18.725000 18.335208 55.449125
18.750000 18.065238 54.922880
18.775000 17.803473 54.393314
18.800000 17.549694 53.860873
18.825000 17.303689 53.325983
18.850000 17.065247 52.789054
18.875000 16.834164 52.250480
18.900000 16.610240 51.710637
18.925000 16.393281 51.169887
18.950000 16.183095 50.628576
18.975000 15.979498 50.087034
19.000000 15.782307 49.545577
19.025000 15.591347 49.004506
19.050000 15.406446 48.464108
19.075000 15.227438 47.924656
19.100000 15.054159 47.386411
19.125000 14.886453 46.849619
19.150000 14.724166 46.314515
19.175000 14.567149 45.781321
19.200000 14.415258 45.250248
19.225000 14.268354 44.721494
19.250000 14.126299 44.195249
19.275000 13.988962 43.671689
19.300000 13.856217 43.150981
19.325000 13.727938 42.633284
19.350000 13.604005 42.118744
19.375000 13.484304 41.607501
19.400000 13.368721 41.099684
19.425000 13.257147 40.595414
19.450000 13.149477 40.094805
19.475000 13.045610 39.597962
19.500000 12.945445 39.104982
19.525000 12.848888 38.615957
19.550000 12.755847 38.130968
19.575000 12.666232 37.650095
19.600000 12.579956 37.173406
19.625000 12.496937 36.700967
19.650000 12.417093 36.232837
19.675000 12.340346 35.769067
19.700000 12.266622 35.309707
19.725000 12.195846 34.854799
19.750000 12.127949 34.404380
19.775000 12.062862 33.958483
19.800000 12.000520 33.517139
19.825000 11.940860 33.080370
19.850000 11.883819 32.648198
19.875000 11.829339 32.220639
19.900000 11.777361 31.797706
19.925000 11.727832 31.379410
19.950000 11.680698 30.965756
19.975000 11.635906 30.556748
20.000000 11.593408 30.152385
20.025000 11.553155 29.752666
20.050000 11.515100 29.357585
20.075000 11.479200 28.967135
20.100000 11.445411 28.581305
20.125000 11.413690 28.200084
20.150000 11.383999 27.823456
20.175000 11.356298 27.451405
20.200000 11.330549 27.083914
20.225000 11.306716 26.720961
20.250000 11.284766 26.362525
20.275000 11.264663 26.008583
20.300000 11.246376 25.659111
20.325000 11.229873 25.314080
20.350000 11.215124 24.973466
20.375000 11.202101 24.637237
20.400000 11.190774 24.305366
20.425000 11.181118 23.977820
20.450000 11.173107 23.654568
20.475000 11.166714 23.335578
20.500000 11.161916 23.020815
20.525000 11.158691 22.710246
20.550000 11.157015 22.403835
20.575000 11.156867 22.101547
20.600000 11.158227 21.803345
20.625000 11.161074 21.509192
20.650000 11.165390 21.219052
20.675000 11.171155 20.932887
20.700000 11.178353 20.650657
20.725000 11.186967 20.372325
20.750000 11.196980 20.097853
20.775000 11.208376 19.827200
20.800000 11.221141 19.560328
20.825000 11.235260 19.297198
20.850000 11.250720 19.037769
20.875000 11.267507 18.782002
20.900000 11.285608 18.529857
20.925000 11.305013 18.281294
20.950000 11.325708 18.036273
20.975000 11.347683 17.794754
21.000000 11.370927 17.556698
21.025000 11.395432 17.322065
21.050000 11.421186 17.090814
21.075000 11.448180 16.862906
21.100000 11.476407 16.638301
21.125000 11.505858 16.416960
21.150000 11.536525 16.198844
21.175000 11.568401 15.983913
21.200000 11.601479 15.772128
21.225000 11.635752 15.563451
21.250000 11.671214 15.357842
21.275000 11.707860 15.155264
21.300000 11.745683 14.955679
21.325000 11.784678 14.759047
21.350000 11.824842 14.565333
21.375000 11.866169 14.374497
21.400000 11.908656 14.186504
21.425000 11.952298 14.001316
21.450000 11.997092 13.818897
21.475000 12.043036 13.639210
21.500000 12.090125 13.462220
21.525000 12.138358 13.287890
21.550000 12.187732 13.116187
21.575000 12.238246 12.947073
21.600000 12.289897 12.780516
21.625000 12.342683 12.616480
21.650000 12.396605 12.454931
